date,MELLEGUE,BEN METIR,KASSEB,BARBARA,SIDI SALEM,BOU-HEURTMA,JOUMINE,GHEZALA,SEJNANE,S. EL BARRAK,SILIANA,LAKHMESS,RMIL,BIR M'CHERGA,RMEL,NEBHANA,SIDI SAAD,EL HAOUAREB,SIDI AÏCH,EL BREK,BEZIRK,CHIBA,MASRI,LEBNA,HMA,ABID,Zarga,Ziatine
2019-02-06,26.250620112419128,33.87023995399475,42.73590009689331,109.34169006347656,190.01281101226806,40.93906997680664,55.944570393562316,11.271089998483658,94.74519016265869,191.27196964740753,13.277200076580048,3.557089971601963,4.725880078012124,22.21395994246006,12.745469971895218,16.679890036582947,52.535300148576496,3.4968100087251512,2.5963800710439684,1.594010008573532,3.1273199886083605,4.094869980663061,3.0550600135326387,13.445170019865037,4.63460003733635,5.618119991719722,11.451539907455444,21.891370124816895
2019-02-07,21.979209895133973,38.37440986633301,43.51619998931885,122.53239963531495,138.97178974151612,38.66470008850098,41.56689019680023,10.207120031118393,102.19380126953125,165.21046118736268,9.400440011024475,3.22899000287056,6.279340112563222,14.245869893431664,12.733759897947312,15.230179920196534,37.40582975267433,3.1124200256727637,1.9445300281047821,1.4920200091600417,3.0534099942445754,4.696469991058112,2.8404199957847593,13.756910070180894,5.873490020036697,4.320059984922409,18.910049982070923,23.733500289916993
2019-02-08,25.5632199716568,43.572249755859374,47.15271005630493,191.01306930541992,161.41918949127196,47.389029788970944,46.166560170650484,13.936519997119904,177.59771354675294,181.91702950000763,11.044479971528053,3.356769985854626,6.730440015406348,20.51232980489731,10.51011995434761,22.79534987449646,52.96728998944163,3.5328300175629557,2.694430088698864,1.715480019003153,3.1858400136232374,6.207009933441878,2.689320004582405,13.012159949541092,7.3823398655653,4.815210007429123,15.901370115280152,25.490069923400878
2019-02-09,20.697139964103698,42.383390216827394,49.26760038375855,229.24570098876953,91.73702026367188,46.42603012084961,25.55320992708206,29.14127994656563,167.3704109954834,127.72470073699951,5.394569984078407,2.398280012384057,10.770180167909711,8.139749844670296,10.533420038223266,23.464540004730225,21.154759876681492,2.3727200295031072,1.3801600061357022,1.1888500107824802,2.9109800004959108,5.520219980031252,2.429989993572235,9.38905996799469,19.447860147953033,3.0894400197267533,19.95505994796753,25.56708002090454
2019-02-11,11.575129790306091,42.68898042678833,50.985209674835204,92.4669299697876,113.93887908935547,54.13935953140259,34.32444990634918,14.535070053339005,123.76530990600585,162.01111914157866,6.284240017533302,2.7524600198119877,4.300840079495683,14.391219959557056,8.207330056428908,17.283900022506714,28.486119605768472,1.1450200056936592,1.364009987860918,1.1078900089859962,2.775239987373352,3.7710000106692316,2.782150014638901,7.526089990139008,6.289950053095818,3.6011799961328506,21.368869962692262,29.37364044189453
2019-02-13,26.09504026412964,51.28363008499146,49.627410373687745,247.9954627227783,214.18033975601196,51.6604900932312,48.735270121097564,36.34782987952232,219.68207092285155,156.2496280527115,14.974830172061921,3.587499977648258,12.587820180654525,19.613309475312708,14.247009982466698,32.90909040927887,46.86007996506989,2.9555300212372093,2.51564007923007,1.5861800068616867,3.3466999983787535,6.671510015875101,2.2683399933576585,12.938020051717759,16.155820034742355,5.162580004334449,7.8886199569702145,17.179870052337648
2019-02-14,22.704610214233398,51.37300022125244,49.66173023223877,269.9786320877075,251.10487878799438,66.04190904617309,42.28368003845215,39.396819496154784,219.20609119415283,235.98503133773804,12.866770152449607,4.498910028934478,14.087330098506063,20.65446951329708,11.445359912514686,32.866160433292386,34.693299750080335,3.3788800254743547,2.2434900695085527,1.4012100021541118,3.837230000495911,7.620890005528927,2.868470026254654,12.576379998922349,17.580470080375672,4.839630027413368,6.529819955825806,10.272630004882812
2019-02-15,27.949840416908263,50.82810047149658,49.334130153656005,209.20300018310547,228.35538820266723,54.48704984664917,68.04012057304382,31.07031002163887,195.44818153381348,232.48856879234313,23.07233042001724,4.782889931201935,10.39821011185646,25.945899375677108,14.857520072460174,28.28431045770645,63.46635016892105,3.428940040282905,2.967890113145113,1.7381500190496444,4.138340004086494,6.464740005135536,2.383069993853569,17.468390117883683,14.116349948048592,7.0680299654603,13.731510105133056,24.91301031112671
2019-02-16,15.316110134124756,46.18080997467041,52.80491033554077,213.07900993347167,211.80542987823486,60.627149505615236,50.91066987991333,34.43629964232445,171.25842918395995,146.53123025417327,10.871329915523528,2.3902399957180025,11.653280079364777,12.435100038647652,9.342299978316296,28.92954033613205,28.13054987409152,1.60474000682123,1.446699992120266,1.2071700106561183,2.5916600024700163,5.414499980062247,3.066670032143593,12.021819838285445,14.613950037956238,3.988480030596256,17.47560989379883,20.260160064697267
2019-02-17,17.426070189476015,51.13248054504395,49.031350193023684,224.205731010437,258.07958984375,56.307699584960936,47.736589994430545,33.686670254468915,187.0489014816284,211.37059114456176,11.324080122709274,2.761289981007576,12.008790116449818,16.5773898011446,9.016209875603671,32.31433062314987,35.66947994782589,2.5847699925582854,1.7636900082230569,1.6020800127089023,2.2695700013637543,7.189860029965639,3.391790053844452,13.768630027770996,19.341130307912827,5.285900030732154,14.125479974746703,23.367740535736083
